box;cell;x0;y0;u0;v0;w;h;clut
g_UiBoxesInventoryWeaponBackground;51;80;32;184;88;8;8;3
g_UiBoxesInventoryWeaponBackground;52;88;32;192;88;8;8;3
g_UiBoxesInventoryWeaponBackground;53;96;32;200;88;8;8;3
g_UiBoxesInventoryWeaponBackground;54;104;32;208;88;8;8;3
g_UiBoxesInventoryWeaponBackground;55;112;32;216;88;8;8;3
g_UiBoxesInventoryWeaponBackground;56;120;32;224;88;8;8;3
g_UiBoxesInventoryWeaponBackground;57;128;32;232;88;8;8;3
g_UiBoxesInventoryWeaponBackground;58;136;32;240;88;8;8;3
g_UiBoxesInventoryWeaponBackground;59;144;32;184;88;8;8;3
g_UiBoxesInventoryWeaponBackground;60;152;32;192;88;8;8;3
g_UiBoxesInventoryWeaponBackground;61;160;32;200;88;8;8;3
g_UiBoxesInventoryWeaponBackground;62;168;32;248;88;8;8;3
g_UiBoxesInventoryWeaponBackground;63;8;40;176;96;8;8;3
g_UiBoxesInventoryWeaponBackground;64;16;40;184;96;8;8;3
g_UiBoxesInventoryWeaponBackground;65;24;40;192;96;8;8;3
g_UiBoxesInventoryWeaponBackground;66;32;40;200;96;8;8;3
g_UiBoxesInventoryWeaponBackground;67;40;40;208;96;8;8;3
g_UiBoxesInventoryWeaponBackground;68;48;40;216;96;8;8;3
g_UiBoxesInventoryWeaponBackground;69;56;40;224;96;8;8;3
g_UiBoxesInventoryWeaponBackground;70;64;40;232;96;8;8;3
g_UiBoxesInventoryWeaponBackground;71;72;40;240;96;8;8;3
g_UiBoxesInventoryWeaponBackground;72;80;40;184;96;8;8;3
g_UiBoxesInventoryWeaponBackground;73;88;40;192;96;8;8;3
g_UiBoxesInventoryWeaponBackground;74;96;40;200;96;8;8;3
g_UiBoxesInventoryWeaponBackground;75;104;40;208;96;8;8;3
g_UiBoxesInventoryWeaponBackground;76;112;40;216;96;8;8;3
g_UiBoxesInventoryWeaponBackground;77;120;40;224;96;8;8;3
g_UiBoxesInventoryWeaponBackground;78;128;40;232;96;8;8;3
g_UiBoxesInventoryWeaponBackground;79;136;40;240;96;8;8;3
g_UiBoxesInventoryWeaponBackground;80;144;40;184;96;8;8;3
g_UiBoxesInventoryWeaponBackground;81;152;40;192;96;8;8;3
g_UiBoxesInventoryWeaponBackground;82;160;40;200;96;8;8;3
g_UiBoxesInventoryWeaponBackground;83;168;40;248;104;8;8;3
g_UiBoxesInventoryWeaponBackground;84;8;48;176;120;8;8;3
g_UiBoxesInventoryWeaponBackground;85;16;48;184;104;8;8;3
g_UiBoxesInventoryWeaponBackground;86;24;48;192;104;8;8;3
g_UiBoxesInventoryWeaponBackground;87;32;48;200;104;8;8;3
g_UiBoxesInventoryWeaponBackground;88;40;48;208;104;8;8;3
g_UiBoxesInventoryWeaponBackground;89;48;48;216;104;8;8;3
g_UiBoxesInventoryWeaponBackground;90;56;48;224;104;8;8;3
g_UiBoxesInventoryWeaponBackground;91;64;48;232;104;8;8;3
g_UiBoxesInventoryWeaponBackground;92;72;48;240;104;8;8;3
g_UiBoxesInventoryWeaponBackground;93;80;48;184;104;8;8;3
g_UiBoxesInventoryWeaponBackground;94;88;48;192;104;8;8;3
g_UiBoxesInventoryWeaponBackground;95;96;48;200;104;8;8;3
g_UiBoxesInventoryWeaponBackground;96;104;48;208;104;8;8;3
g_UiBoxesInventoryWeaponBackground;97;112;48;216;104;8;8;3
g_UiBoxesInventoryWeaponBackground;98;120;48;224;104;8;8;3
g_UiBoxesInventoryWeaponBackground;99;128;48;232;104;8;8;3
g_UiBoxesInventoryWeaponBackground;100;136;48;240;104;8;8;3
g_UiBoxesInventoryWeaponBackground;101;144;48;184;104;8;8;3
g_UiBoxesInventoryWeaponBackground;102;152;48;192;104;8;8;3
g_UiBoxesInventoryWeaponBackground;103;160;48;200;104;8;8;3
g_UiBoxesInventoryWeaponBackground;104;168;48;248;120;8;8;3
g_UiBoxesInventoryWeaponBackground;105;8;56;176;128;8;8;3
g_UiBoxesInventoryWeaponBackground;106;16;56;216;128;8;8;3
g_UiBoxesInventoryWeaponBackground;107;24;56;200;128;8;8;3
g_UiBoxesInventoryWeaponBackground;108;32;56;208;128;8;8;3
g_UiBoxesInventoryWeaponBackground;109;40;56;216;128;8;8;3
g_UiBoxesInventoryWeaponBackground;110;48;56;224;128;8;8;3
g_UiBoxesInventoryWeaponBackground;111;56;56;232;128;8;8;3
g_UiBoxesInventoryWeaponBackground;112;64;56;192;128;8;8;3
g_UiBoxesInventoryWeaponBackground;113;72;56;200;128;8;8;3
g_UiBoxesInventoryWeaponBackground;114;80;56;208;128;8;8;3
g_UiBoxesInventoryWeaponBackground;115;88;56;216;128;8;8;3
g_UiBoxesInventoryWeaponBackground;116;96;56;224;128;8;8;3
g_UiBoxesInventoryWeaponBackground;117;104;56;232;128;8;8;3
g_UiBoxesInventoryWeaponBackground;118;112;56;216;128;8;8;3
g_UiBoxesInventoryWeaponBackground;119;120;56;192;128;8;8;3
g_UiBoxesInventoryWeaponBackground;120;128;56;200;128;8;8;3
g_UiBoxesInventoryWeaponBackground;121;136;56;208;128;8;8;3
g_UiBoxesInventoryWeaponBackground;122;144;56;216;128;8;8;3
g_UiBoxesInventoryWeaponBackground;123;152;56;224;128;8;8;3
g_UiBoxesInventoryWeaponBackground;124;160;56;232;128;8;8;3
g_UiBoxesInventoryWeaponBackground;125;168;56;248;128;8;8;3
g_UiBoxesInventoryItemBackground;0;8;64;176;72;8;8;3
g_UiBoxesInventoryItemBackground;1;16;64;184;72;8;8;3
g_UiBoxesInventoryItemBackground;2;24;64;192;72;8;8;3
g_UiBoxesInventoryItemBackground;3;32;64;200;72;8;8;3
g_UiBoxesInventoryItemBackground;4;40;64;208;72;8;8;3
g_UiBoxesInventoryItemBackground;5;48;64;216;72;8;8;3
g_UiBoxesInventoryItemBackground;6;56;64;224;72;8;8;3
g_UiBoxesInventoryItemBackground;7;64;64;232;72;8;8;3
g_UiBoxesInventoryItemBackground;8;72;64;240;72;8;8;3
g_UiBoxesInventoryItemBackground;9;80;64;184;72;8;8;3
g_UiBoxesInventoryItemBackground;10;88;64;192;72;8;8;3
g_UiBoxesInventoryItemBackground;11;96;64;200;72;8;8;3
g_UiBoxesInventoryItemBackground;12;104;64;208;72;8;8;3
g_UiBoxesInventoryItemBackground;13;112;64;216;72;8;8;3
g_UiBoxesInventoryItemBackground;14;120;64;224;72;8;8;3
g_UiBoxesInventoryItemBackground;15;128;64;232;72;8;8;3
g_UiBoxesInventoryItemBackground;16;136;64;240;72;8;8;3
g_UiBoxesInventoryItemBackground;17;144;64;184;72;8;8;3
g_UiBoxesInventoryItemBackground;18;152;64;192;72;8;8;3
g_UiBoxesInventoryItemBackground;19;160;64;160;72;8;8;3
g_UiBoxesInventoryItemBackground;20;168;64;168;72;8;8;3
g_UiBoxesInventoryItemBackground;21;8;72;176;88;8;8;3
g_UiBoxesInventoryItemBackground;22;16;72;184;88;8;8;3
g_UiBoxesInventoryItemBackground;23;24;72;192;88;8;8;3
g_UiBoxesInventoryItemBackground;24;32;72;200;88;8;8;3
g_UiBoxesInventoryItemBackground;25;40;72;208;88;8;8;3
g_UiBoxesInventoryItemBackground;26;48;72;216;88;8;8;3
g_UiBoxesInventoryItemBackground;27;56;72;224;88;8;8;3
g_UiBoxesInventoryItemBackground;28;64;72;232;88;8;8;3
g_UiBoxesInventoryItemBackground;29;72;72;240;88;8;8;3
g_UiBoxesInventoryItemBackground;30;80;72;184;88;8;8;3
g_UiBoxesInventoryItemBackground;31;88;72;192;88;8;8;3
g_UiBoxesInventoryItemBackground;32;96;72;200;88;8;8;3
g_UiBoxesInventoryItemBackground;33;104;72;208;88;8;8;3
g_UiBoxesInventoryItemBackground;34;112;72;216;88;8;8;3
g_UiBoxesInventoryItemBackground;35;120;72;224;88;8;8;3
g_UiBoxesInventoryItemBackground;36;128;72;232;88;8;8;3
g_UiBoxesInventoryItemBackground;37;136;72;240;88;8;8;3
g_UiBoxesInventoryItemBackground;38;144;72;184;88;8;8;3
g_UiBoxesInventoryItemBackground;39;152;72;192;88;8;8;3
g_UiBoxesInventoryItemBackground;40;160;72;200;88;8;8;3
g_UiBoxesInventoryItemBackground;41;168;72;168;88;8;8;3
g_UiBoxesInventoryItemBackground;42;8;80;176;96;8;8;3
g_UiBoxesInventoryItemBackground;43;16;80;184;96;8;8;3
g_UiBoxesInventoryItemBackground;44;24;80;192;96;8;8;3
g_UiBoxesInventoryItemBackground;45;32;80;200;96;8;8;3
g_UiBoxesInventoryItemBackground;46;40;80;208;96;8;8;3
g_UiBoxesInventoryItemBackground;47;48;80;216;96;8;8;3
g_UiBoxesInventoryItemBackground;48;56;80;224;96;8;8;3
g_UiBoxesInventoryItemBackground;49;64;80;232;96;8;8;3
g_UiBoxesInventoryItemBackground;50;72;80;240;96;8;8;3
g_UiBoxesInventoryItemBackground;51;80;80;184;96;8;8;3
g_UiBoxesInventoryItemBackground;52;88;80;192;96;8;8;3
g_UiBoxesInventoryItemBackground;53;96;80;200;96;8;8;3
g_UiBoxesInventoryItemBackground;54;104;80;208;96;8;8;3
g_UiBoxesInventoryItemBackground;55;112;80;216;96;8;8;3
g_UiBoxesInventoryItemBackground;56;120;80;224;96;8;8;3
g_UiBoxesInventoryItemBackground;57;128;80;232;96;8;8;3
g_UiBoxesInventoryItemBackground;58;136;80;240;96;8;8;3
g_UiBoxesInventoryItemBackground;59;144;80;184;96;8;8;3
g_UiBoxesInventoryItemBackground;60;152;80;192;96;8;8;3
g_UiBoxesInventoryItemBackground;61;160;80;200;96;8;8;3
g_UiBoxesInventoryItemBackground;62;168;80;168;96;8;8;3
g_UiBoxesInventoryItemBackground;63;8;88;176;104;8;8;3
g_UiBoxesInventoryItemBackground;64;16;88;184;104;8;8;3
g_UiBoxesInventoryItemBackground;65;24;88;192;104;8;8;3
g_UiBoxesInventoryItemBackground;66;32;88;200;104;8;8;3
g_UiBoxesInventoryItemBackground;67;40;88;208;104;8;8;3
g_UiBoxesInventoryItemBackground;68;48;88;216;104;8;8;3
g_UiBoxesInventoryItemBackground;69;56;88;224;104;8;8;3
g_UiBoxesInventoryItemBackground;70;64;88;232;104;8;8;3
g_UiBoxesInventoryItemBackground;71;72;88;240;104;8;8;3
g_UiBoxesInventoryItemBackground;72;80;88;184;104;8;8;3
g_UiBoxesInventoryItemBackground;73;88;88;192;104;8;8;3
g_UiBoxesInventoryItemBackground;74;96;88;200;104;8;8;3
g_UiBoxesInventoryItemBackground;75;104;88;208;104;8;8;3
g_UiBoxesInventoryItemBackground;76;112;88;216;104;8;8;3
g_UiBoxesInventoryItemBackground;77;120;88;224;104;8;8;3
g_UiBoxesInventoryItemBackground;78;128;88;232;104;8;8;3
g_UiBoxesInventoryItemBackground;79;136;88;240;104;8;8;3
g_UiBoxesInventoryItemBackground;80;144;88;184;104;8;8;3
g_UiBoxesInventoryItemBackground;81;152;88;192;104;8;8;3
g_UiBoxesInventoryItemBackground;82;160;88;200;104;8;8;3
g_UiBoxesInventoryItemBackground;83;168;88;168;104;8;8;3
g_UiBoxesInventoryItemBackground;84;8;96;176;112;8;8;3
g_UiBoxesInventoryItemBackground;85;16;96;184;112;8;8;3
g_UiBoxesInventoryItemBackground;86;24;96;192;112;8;8;3
g_UiBoxesInventoryItemBackground;87;32;96;200;112;8;8;3
g_UiBoxesInventoryItemBackground;88;40;96;208;112;8;8;3
g_UiBoxesInventoryItemBackground;89;48;96;216;112;8;8;3
g_UiBoxesInventoryItemBackground;90;56;96;224;112;8;8;3
g_UiBoxesInventoryItemBackground;91;64;96;232;112;8;8;3
g_UiBoxesInventoryItemBackground;92;72;96;240;112;8;8;3
g_UiBoxesInventoryItemBackground;93;80;96;184;112;8;8;3
g_UiBoxesInventoryItemBackground;94;88;96;192;112;8;8;3
g_UiBoxesInventoryItemBackground;95;96;96;200;112;8;8;3
g_UiBoxesInventoryItemBackground;96;104;96;208;112;8;8;3
g_UiBoxesInventoryItemBackground;97;112;96;216;112;8;8;3
g_UiBoxesInventoryItemBackground;98;120;96;224;112;8;8;3
g_UiBoxesInventoryItemBackground;99;128;96;232;112;8;8;3
g_UiBoxesInventoryItemBackground;100;136;96;240;112;8;8;3
g_UiBoxesInventoryItemBackground;101;144;96;184;112;8;8;3
g_UiBoxesInventoryItemBackground;102;152;96;192;112;8;8;3
g_UiBoxesInventoryItemBackground;103;160;96;200;112;8;8;3
g_UiBoxesInventoryItemBackground;104;168;96;168;112;8;8;3
g_UiBoxesInventoryItemBackground;105;8;104;176;120;8;8;3
g_UiBoxesInventoryItemBackground;106;16;104;184;120;8;8;3
g_UiBoxesInventoryItemBackground;107;24;104;192;120;8;8;3
g_UiBoxesInventoryItemBackground;108;32;104;200;120;8;8;3
g_UiBoxesInventoryItemBackground;109;40;104;208;120;8;8;3
g_UiBoxesInventoryItemBackground;110;48;104;216;120;8;8;3
g_UiBoxesInventoryItemBackground;111;56;104;224;120;8;8;3
g_UiBoxesInventoryItemBackground;112;64;104;232;120;8;8;3
g_UiBoxesInventoryItemBackground;113;72;104;240;120;8;8;3
g_UiBoxesInventoryItemBackground;114;80;104;184;120;8;8;3
g_UiBoxesInventoryItemBackground;115;88;104;192;120;8;8;3
g_UiBoxesInventoryItemBackground;116;96;104;200;120;8;8;3
g_UiBoxesInventoryItemBackground;117;104;104;208;120;8;8;3
g_UiBoxesInventoryItemBackground;118;112;104;216;120;8;8;3
g_UiBoxesInventoryItemBackground;119;120;104;224;120;8;8;3
g_UiBoxesInventoryItemBackground;120;128;104;232;120;8;8;3
g_UiBoxesInventoryItemBackground;121;136;104;240;120;8;8;3
g_UiBoxesInventoryItemBackground;122;144;104;184;120;8;8;3
g_UiBoxesInventoryItemBackground;123;152;104;192;120;8;8;3
g_UiBoxesInventoryItemBackground;124;160;104;200;120;8;8;3
g_UiBoxesInventoryItemBackground;125;168;104;168;120;8;8;3
g_UiBoxesInventoryItemBackground;126;8;112;176;80;8;8;3
g_UiBoxesInventoryItemBackground;127;16;112;184;80;8;8;3
g_UiBoxesInventoryItemBackground;128;24;112;192;80;8;8;3
g_UiBoxesInventoryItemBackground;129;32;112;200;80;8;8;3
g_UiBoxesInventoryItemBackground;130;40;112;208;80;8;8;3
g_UiBoxesInventoryItemBackground;131;48;112;216;80;8;8;3
g_UiBoxesInventoryItemBackground;132;56;112;224;80;8;8;3
g_UiBoxesInventoryItemBackground;133;64;112;232;80;8;8;3
g_UiBoxesInventoryItemBackground;134;72;112;240;80;8;8;3
g_UiBoxesInventoryItemBackground;135;80;112;184;80;8;8;3
g_UiBoxesInventoryItemBackground;136;88;112;192;80;8;8;3
g_UiBoxesInventoryItemBackground;137;96;112;200;80;8;8;3
g_UiBoxesInventoryItemBackground;138;104;112;208;80;8;8;3
g_UiBoxesInventoryItemBackground;139;112;112;216;80;8;8;3
g_UiBoxesInventoryItemBackground;140;120;112;224;80;8;8;3
g_UiBoxesInventoryItemBackground;141;128;112;232;80;8;8;3
g_UiBoxesInventoryItemBackground;142;136;112;240;80;8;8;3
g_UiBoxesInventoryItemBackground;143;144;112;184;80;8;8;3
g_UiBoxesInventoryItemBackground;144;152;112;192;80;8;8;3
g_UiBoxesInventoryItemBackground;145;160;112;200;80;8;8;3
g_UiBoxesInventoryItemBackground;146;168;112;168;80;8;8;3
g_UiBoxesInventoryItemBackground;147;8;120;176;88;8;8;3
g_UiBoxesInventoryItemBackground;148;16;120;184;88;8;8;3
g_UiBoxesInventoryItemBackground;149;24;120;192;88;8;8;3
g_UiBoxesInventoryItemBackground;150;32;120;200;88;8;8;3
g_UiBoxesInventoryItemBackground;151;40;120;208;88;8;8;3
g_UiBoxesInventoryItemBackground;152;48;120;216;88;8;8;3
g_UiBoxesInventoryItemBackground;153;56;120;224;88;8;8;3
g_UiBoxesInventoryItemBackground;154;64;120;232;88;8;8;3
g_UiBoxesInventoryItemBackground;155;72;120;240;88;8;8;3
g_UiBoxesInventoryItemBackground;156;80;120;184;88;8;8;3
g_UiBoxesInventoryItemBackground;157;88;120;192;88;8;8;3
g_UiBoxesInventoryItemBackground;158;96;120;200;88;8;8;3
g_UiBoxesInventoryItemBackground;159;104;120;208;88;8;8;3
g_UiBoxesInventoryItemBackground;160;112;120;216;88;8;8;3
g_UiBoxesInventoryItemBackground;161;120;120;224;88;8;8;3
g_UiBoxesInventoryItemBackground;162;128;120;232;88;8;8;3
g_UiBoxesInventoryItemBackground;163;136;120;240;88;8;8;3
g_UiBoxesInventoryItemBackground;164;144;120;184;88;8;8;3
g_UiBoxesInventoryItemBackground;165;152;120;192;88;8;8;3
g_UiBoxesInventoryItemBackground;166;160;120;200;88;8;8;3
g_UiBoxesInventoryItemBackground;167;168;120;168;88;8;8;3
g_UiBoxesInventoryItemBackground;168;8;128;176;96;8;8;3
g_UiBoxesInventoryItemBackground;169;16;128;184;96;8;8;3
g_UiBoxesInventoryItemBackground;170;24;128;192;96;8;8;3
g_UiBoxesInventoryItemBackground;171;32;128;200;96;8;8;3
g_UiBoxesInventoryItemBackground;172;40;128;208;96;8;8;3
g_UiBoxesInventoryItemBackground;173;48;128;216;96;8;8;3
g_UiBoxesInventoryItemBackground;174;56;128;224;96;8;8;3
g_UiBoxesInventoryItemBackground;175;64;128;232;96;8;8;3
g_UiBoxesInventoryItemBackground;176;72;128;240;96;8;8;3
g_UiBoxesInventoryItemBackground;177;80;128;184;96;8;8;3
g_UiBoxesInventoryItemBackground;178;88;128;192;96;8;8;3
g_UiBoxesInventoryItemBackground;179;96;128;200;96;8;8;3
g_UiBoxesInventoryItemBackground;180;104;128;208;96;8;8;3
g_UiBoxesInventoryItemBackground;181;112;128;216;96;8;8;3
g_UiBoxesInventoryItemBackground;182;120;128;224;96;8;8;3
g_UiBoxesInventoryItemBackground;183;128;128;232;96;8;8;3
g_UiBoxesInventoryItemBackground;184;136;128;240;96;8;8;3
g_UiBoxesInventoryItemBackground;185;144;128;184;96;8;8;3
g_UiBoxesInventoryItemBackground;186;152;128;192;96;8;8;3
g_UiBoxesInventoryItemBackground;187;160;128;200;96;8;8;3
g_UiBoxesInventoryItemBackground;188;168;128;168;96;8;8;3
g_UiBoxesInventoryItemBackground;189;8;136;176;104;8;8;3
g_UiBoxesInventoryItemBackground;190;16;136;184;104;8;8;3
g_UiBoxesInventoryItemBackground;191;24;136;192;104;8;8;3
g_UiBoxesInventoryItemBackground;192;32;136;200;104;8;8;3
g_UiBoxesInventoryItemBackground;193;40;136;208;104;8;8;3
g_UiBoxesInventoryItemBackground;194;48;136;216;104;8;8;3
g_UiBoxesInventoryItemBackground;195;56;136;224;104;8;8;3
g_UiBoxesInventoryItemBackground;196;64;136;232;104;8;8;3
g_UiBoxesInventoryItemBackground;197;72;136;240;104;8;8;3
g_UiBoxesInventoryItemBackground;198;80;136;184;104;8;8;3
g_UiBoxesInventoryItemBackground;199;88;136;192;104;8;8;3
g_UiBoxesInventoryItemBackground;200;96;136;200;104;8;8;3
g_UiBoxesInventoryItemBackground;201;104;136;208;104;8;8;3
g_UiBoxesInventoryItemBackground;202;112;136;216;104;8;8;3
g_UiBoxesInventoryItemBackground;203;120;136;224;104;8;8;3
g_UiBoxesInventoryItemBackground;204;128;136;232;104;8;8;3
g_UiBoxesInventoryItemBackground;205;136;136;240;104;8;8;3
g_UiBoxesInventoryItemBackground;206;144;136;184;104;8;8;3
g_UiBoxesInventoryItemBackground;207;152;136;192;104;8;8;3
g_UiBoxesInventoryItemBackground;208;160;136;200;104;8;8;3
g_UiBoxesInventoryItemBackground;209;168;136;168;104;8;8;3
g_UiBoxesInventoryItemBackground;210;8;144;176;112;8;8;3
g_UiBoxesInventoryItemBackground;211;16;144;184;112;8;8;3
g_UiBoxesInventoryItemBackground;212;24;144;192;112;8;8;3
g_UiBoxesInventoryItemBackground;213;32;144;200;112;8;8;3
g_UiBoxesInventoryItemBackground;214;40;144;208;112;8;8;3
g_UiBoxesInventoryItemBackground;215;48;144;216;112;8;8;3
g_UiBoxesInventoryItemBackground;216;56;144;224;112;8;8;3
g_UiBoxesInventoryItemBackground;217;64;144;232;112;8;8;3
g_UiBoxesInventoryItemBackground;218;72;144;240;112;8;8;3
g_UiBoxesInventoryItemBackground;219;80;144;184;112;8;8;3
g_UiBoxesInventoryItemBackground;220;88;144;192;112;8;8;3
g_UiBoxesInventoryItemBackground;221;96;144;200;112;8;8;3
g_UiBoxesInventoryItemBackground;222;104;144;208;112;8;8;3
g_UiBoxesInventoryItemBackground;223;112;144;216;112;8;8;3
g_UiBoxesInventoryItemBackground;224;120;144;224;112;8;8;3
g_UiBoxesInventoryItemBackground;225;128;144;232;112;8;8;3
g_UiBoxesInventoryItemBackground;226;136;144;240;112;8;8;3
g_UiBoxesInventoryItemBackground;227;144;144;184;112;8;8;3
g_UiBoxesInventoryItemBackground;228;152;144;192;112;8;8;3
g_UiBoxesInventoryItemBackground;229;160;144;200;112;8;8;3
g_UiBoxesInventoryItemBackground;230;168;144;168;112;8;8;3
g_UiBoxesInventoryItemBackground;231;8;152;176;120;8;8;3
g_UiBoxesInventoryItemBackground;232;16;152;184;120;8;8;3
g_UiBoxesInventoryItemBackground;233;24;152;192;120;8;8;3
g_UiBoxesInventoryItemBackground;234;32;152;200;120;8;8;3
g_UiBoxesInventoryItemBackground;235;40;152;208;120;8;8;3
g_UiBoxesInventoryItemBackground;236;48;152;216;120;8;8;3
g_UiBoxesInventoryItemBackground;237;56;152;224;120;8;8;3
g_UiBoxesInventoryItemBackground;238;64;152;232;120;8;8;3
g_UiBoxesInventoryItemBackground;239;72;152;240;120;8;8;3
g_UiBoxesInventoryItemBackground;240;80;152;184;120;8;8;3
g_UiBoxesInventoryItemBackground;241;88;152;192;120;8;8;3
g_UiBoxesInventoryItemBackground;242;96;152;200;120;8;8;3
g_UiBoxesInventoryItemBackground;243;104;152;208;120;8;8;3
g_UiBoxesInventoryItemBackground;244;112;152;216;120;8;8;3
g_UiBoxesInventoryItemBackground;245;120;152;224;120;8;8;3
g_UiBoxesInventoryItemBackground;246;128;152;232;120;8;8;3
g_UiBoxesInventoryItemBackground;247;136;152;240;120;8;8;3
g_UiBoxesInventoryItemBackground;248;144;152;184;120;8;8;3
g_UiBoxesInventoryItemBackground;249;152;152;192;120;8;8;3
g_UiBoxesInventoryItemBackground;250;160;152;200;120;8;8;3
g_UiBoxesInventoryItemBackground;251;168;152;168;120;8;8;3
g_UiBoxesInventoryItemBackground;252;8;160;176;128;8;8;3
g_UiBoxesInventoryItemBackground;253;16;160;184;128;8;8;3
g_UiBoxesInventoryItemBackground;254;24;160;192;128;8;8;3
g_UiBoxesInventoryItemBackground;255;32;160;200;128;8;8;3
g_UiBoxesInventoryItemBackground;256;40;160;208;128;8;8;3
g_UiBoxesInventoryItemBackground;257;48;160;216;128;8;8;3
g_UiBoxesInventoryItemBackground;258;56;160;224;128;8;8;3
g_UiBoxesInventoryItemBackground;259;64;160;232;128;8;8;3
g_UiBoxesInventoryItemBackground;260;72;160;240;128;8;8;3
g_UiBoxesInventoryItemBackground;261;80;160;184;128;8;8;3
g_UiBoxesInventoryItemBackground;262;88;160;192;128;8;8;3
g_UiBoxesInventoryItemBackground;263;96;160;200;128;8;8;3
g_UiBoxesInventoryItemBackground;264;104;160;208;128;8;8;3
g_UiBoxesInventoryItemBackground;265;112;160;216;128;8;8;3
g_UiBoxesInventoryItemBackground;266;120;160;224;128;8;8;3
g_UiBoxesInventoryItemBackground;267;128;160;232;128;8;8;3
g_UiBoxesInventoryItemBackground;268;136;160;192;128;8;8;3
g_UiBoxesInventoryItemBackground;269;144;160;200;128;8;8;3
g_UiBoxesInventoryItemBackground;270;152;160;208;128;8;8;3
g_UiBoxesInventoryItemBackground;271;160;160;216;128;8;8;3
g_UiBoxesInventoryItemBackground;272;168;160;248;128;8;8;3
g_UiBoxesInventoryWeaponNameBackground;0;176;16;224;0;8;8;0
g_UiBoxesInventoryWeaponNameBackground;1;184;16;232;0;8;8;0
g_UiBoxesInventoryWeaponNameBackground;2;192;16;240;0;8;8;0
